week,episode_id,variant_id,structure_id,family,tf,surface,distance,natural_rr,availability_seq,exclusion_reason,selected_as
observation,EP-04090,EP-04090-ENTRY_ON_TAP,RB2-004400,rb,5,29261.75,234.25,14.4154,3385,,
observation,EP-04090,EP-04090-ENTRY_ON_TAP,FVG2-000899,fvg,3,29264.0,236.5,14.5538,3384,,
observation,EP-04090,EP-04090-ENTRY_ON_TAP,RB2-001520,rb,1,29042.25,14.75,0.9077,3391,same_direction,ANY_SURFACE_DIAGNOSTIC
observation,EP-04090,EP-04090-ENTRY_ON_TAP,RB2-001063,rb,1,29239.5,212.0,13.0462,2384,inactive_or_traversed,
observation,EP-04090,EP-04090-ENTRY_ON_TAP,RB2-001522,rb,1,29011.25,16.25,1.0,3397,component,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003579,rb,3,29073.5,51.75,0.8023,3396,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001519,rb,1,29088.0,66.25,1.0271,3390,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003578,rb,3,29105.25,83.5,1.2946,3390,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001517,rb,1,29119.5,97.75,1.5155,3387,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000901,fvg,3,29124.75,103.0,1.5969,3390,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000391,fvg,1,29129.25,107.5,1.6667,3386,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-001091,fvg,5,29136.0,114.25,1.7713,3390,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000390,fvg,1,29175.25,153.5,2.3798,3385,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000900,fvg,3,29175.25,153.5,2.3798,3387,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001515,rb,1,29240.75,219.0,3.3953,3383,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-004400,rb,5,29261.75,240.0,3.7209,3385,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000899,fvg,3,29264.0,242.25,3.7558,3384,,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001522,rb,1,29011.25,10.5,0.1628,3397,same_direction,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001525,rb,1,29019.5,2.25,0.0349,3405,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001524,rb,1,28957.25,64.5,1.0,3401,component,
observation,EP-04092,EP-04092-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000902,fvg,3,29014.5,7.25,0.1124,3402,behind_entry,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000212,ifvg,1,29047.5,45.25,1.4141,3584,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000469,ifvg,3,29042.75,50.0,1.5625,3408,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000208,ifvg,1,29009.0,83.75,2.6172,3546,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000210,ifvg,1,29001.5,91.25,2.8516,3574,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-001605,rb,1,28999.75,93.0,2.9062,3582,,BRANCH_SEMANTIC_TARGET
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000209,ifvg,1,28994.25,98.5,3.0781,3553,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-003602,rb,3,28988.25,104.5,3.2656,3567,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-004834,rb,15,28987.25,105.5,3.2969,3570,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-005007,rb,30,28987.25,105.5,3.2969,3570,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000573,ifvg,5,28981.0,111.75,3.4922,3455,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,FVG2-001094,fvg,5,28976.75,116.0,3.625,3505,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-001571,rb,1,28973.0,119.75,3.7422,3499,,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-001518,rb,1,29088.0,4.75,0.1484,3389,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-004404,rb,5,29094.25,1.5,0.0469,3415,same_direction,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,IFVG2-000463,ifvg,3,29320.25,227.5,7.1094,3291,behind_entry,
observation,EP-04308,EP-04308-ENTRY_ON_TAP,RB2-003578,rb,3,29124.75,32.0,1.0,3390,component,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001515,rb,1,29240.75,64.0,0.5172,3383,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004400,rb,5,29261.75,85.0,0.6869,3385,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000899,fvg,3,29264.0,87.25,0.7051,3384,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003576,rb,3,29269.75,93.0,0.7515,3381,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001512,rb,1,29281.5,104.75,0.8465,3379,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000193,ifvg,1,29291.5,114.75,0.9273,3285,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000196,ifvg,1,29291.5,114.75,0.9273,3306,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000464,ifvg,3,29308.0,131.25,1.0606,3303,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000150,ifvg,1,29308.75,132.0,1.0667,2657,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000466,ifvg,3,29311.0,134.25,1.0848,3378,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001511,rb,1,29314.5,137.75,1.1131,3378,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000572,ifvg,5,29315.0,138.25,1.1172,3380,,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000473,ifvg,3,29155.25,21.5,0.1737,3630,same_direction,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001616,rb,1,29175.5,1.25,0.0101,3609,inactive_or_traversed,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000390,fvg,1,29175.25,1.5,0.0121,3385,behind_entry,
observation,EP-04331,EP-04331-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004835,rb,15,29053.0,123.75,1.0,3600,component,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-001515,rb,1,29240.75,64.0,0.5172,3383,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-004400,rb,5,29261.75,85.0,0.6869,3385,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,FVG2-000899,fvg,3,29264.0,87.25,0.7051,3384,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-003576,rb,3,29269.75,93.0,0.7515,3381,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-001512,rb,1,29281.5,104.75,0.8465,3379,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000193,ifvg,1,29291.5,114.75,0.9273,3285,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000196,ifvg,1,29291.5,114.75,0.9273,3306,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000464,ifvg,3,29308.0,131.25,1.0606,3303,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000150,ifvg,1,29308.75,132.0,1.0667,2657,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000466,ifvg,3,29311.0,134.25,1.0848,3378,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-001511,rb,1,29314.5,137.75,1.1131,3378,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000572,ifvg,5,29315.0,138.25,1.1172,3380,,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,IFVG2-000473,ifvg,3,29155.25,21.5,0.1737,3630,same_direction,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-001616,rb,1,29175.5,1.25,0.0101,3609,inactive_or_traversed,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,FVG2-000390,fvg,1,29175.25,1.5,0.0121,3385,behind_entry,
observation,EP-04331,EP-04331-ENTRY_ON_NEW_FVG,RB2-004835,rb,15,29053.0,123.75,1.0,3600,component,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001515,rb,1,29240.75,64.0,1.2308,3383,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004400,rb,5,29261.75,85.0,1.6346,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000899,fvg,3,29264.0,87.25,1.6779,3384,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003576,rb,3,29269.75,93.0,1.7885,3381,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001512,rb,1,29281.5,104.75,2.0144,3379,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000193,ifvg,1,29291.5,114.75,2.2067,3285,,BRANCH_SEMANTIC_TARGET
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000196,ifvg,1,29291.5,114.75,2.2067,3306,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000464,ifvg,3,29308.0,131.25,2.524,3303,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000150,ifvg,1,29308.75,132.0,2.5385,2657,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000466,ifvg,3,29311.0,134.25,2.5817,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001511,rb,1,29314.5,137.75,2.649,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000572,ifvg,5,29315.0,138.25,2.6587,3380,,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000473,ifvg,3,29155.25,21.5,0.4135,3630,same_direction,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001616,rb,1,29175.5,1.25,0.024,3609,inactive_or_traversed,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000390,fvg,1,29175.25,1.5,0.0288,3385,behind_entry,
observation,EP-04343,EP-04343-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000472,ifvg,3,29124.75,52.0,1.0,3609,component,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001515,rb,1,29240.75,64.0,1.2308,3383,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-004400,rb,5,29261.75,85.0,1.6346,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,FVG2-000899,fvg,3,29264.0,87.25,1.6779,3384,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-003576,rb,3,29269.75,93.0,1.7885,3381,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001512,rb,1,29281.5,104.75,2.0144,3379,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000193,ifvg,1,29291.5,114.75,2.2067,3285,,BRANCH_SEMANTIC_TARGET
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000196,ifvg,1,29291.5,114.75,2.2067,3306,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000464,ifvg,3,29308.0,131.25,2.524,3303,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000150,ifvg,1,29308.75,132.0,2.5385,2657,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000466,ifvg,3,29311.0,134.25,2.5817,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001511,rb,1,29314.5,137.75,2.649,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000572,ifvg,5,29315.0,138.25,2.6587,3380,,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000473,ifvg,3,29155.25,21.5,0.4135,3630,same_direction,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001616,rb,1,29175.5,1.25,0.024,3609,inactive_or_traversed,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,FVG2-000390,fvg,1,29175.25,1.5,0.0288,3385,behind_entry,
observation,EP-04343,EP-04343-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000472,ifvg,3,29124.75,52.0,1.0,3609,component,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-001515,rb,1,29240.75,64.0,1.2308,3383,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-004400,rb,5,29261.75,85.0,1.6346,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,FVG2-000899,fvg,3,29264.0,87.25,1.6779,3384,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-003576,rb,3,29269.75,93.0,1.7885,3381,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-001512,rb,1,29281.5,104.75,2.0144,3379,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000193,ifvg,1,29291.5,114.75,2.2067,3285,,BRANCH_SEMANTIC_TARGET
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000196,ifvg,1,29291.5,114.75,2.2067,3306,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000464,ifvg,3,29308.0,131.25,2.524,3303,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000150,ifvg,1,29308.75,132.0,2.5385,2657,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000466,ifvg,3,29311.0,134.25,2.5817,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-001511,rb,1,29314.5,137.75,2.649,3378,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000572,ifvg,5,29315.0,138.25,2.6587,3380,,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000473,ifvg,3,29155.25,21.5,0.4135,3630,same_direction,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,RB2-001616,rb,1,29175.5,1.25,0.024,3609,inactive_or_traversed,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,FVG2-000390,fvg,1,29175.25,1.5,0.0288,3385,behind_entry,
observation,EP-04343,EP-04343-ENTRY_ON_NEW_IFVG,IFVG2-000472,ifvg,3,29124.75,52.0,1.0,3609,component,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001515,rb,1,29240.75,64.0,1.5901,3383,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004400,rb,5,29261.75,85.0,2.1118,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000899,fvg,3,29264.0,87.25,2.1677,3384,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003576,rb,3,29269.75,93.0,2.3106,3381,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001512,rb,1,29281.5,104.75,2.6025,3379,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000193,ifvg,1,29291.5,114.75,2.8509,3285,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000196,ifvg,1,29291.5,114.75,2.8509,3306,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000464,ifvg,3,29308.0,131.25,3.2609,3303,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000150,ifvg,1,29308.75,132.0,3.2795,2657,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000466,ifvg,3,29311.0,134.25,3.3354,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001511,rb,1,29314.5,137.75,3.4224,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000572,ifvg,5,29315.0,138.25,3.4348,3380,,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000473,ifvg,3,29155.25,21.5,0.5342,3630,same_direction,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-001616,rb,1,29175.5,1.25,0.0311,3609,inactive_or_traversed,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000390,fvg,1,29175.25,1.5,0.0373,3385,behind_entry,
observation,EP-04356,EP-04356-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004423,rb,5,29136.5,40.25,1.0,3620,component,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001515,rb,1,29240.75,64.0,1.5901,3383,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-004400,rb,5,29261.75,85.0,2.1118,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,FVG2-000899,fvg,3,29264.0,87.25,2.1677,3384,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-003576,rb,3,29269.75,93.0,2.3106,3381,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001512,rb,1,29281.5,104.75,2.6025,3379,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000193,ifvg,1,29291.5,114.75,2.8509,3285,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000196,ifvg,1,29291.5,114.75,2.8509,3306,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000464,ifvg,3,29308.0,131.25,3.2609,3303,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000150,ifvg,1,29308.75,132.0,3.2795,2657,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000466,ifvg,3,29311.0,134.25,3.3354,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001511,rb,1,29314.5,137.75,3.4224,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000572,ifvg,5,29315.0,138.25,3.4348,3380,,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,IFVG2-000473,ifvg,3,29155.25,21.5,0.5342,3630,same_direction,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-001616,rb,1,29175.5,1.25,0.0311,3609,inactive_or_traversed,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,FVG2-000390,fvg,1,29175.25,1.5,0.0373,3385,behind_entry,
observation,EP-04356,EP-04356-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-004423,rb,5,29136.5,40.25,1.0,3620,component,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-001515,rb,1,29240.75,64.0,1.5901,3383,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-004400,rb,5,29261.75,85.0,2.1118,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,FVG2-000899,fvg,3,29264.0,87.25,2.1677,3384,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-003576,rb,3,29269.75,93.0,2.3106,3381,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-001512,rb,1,29281.5,104.75,2.6025,3379,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000193,ifvg,1,29291.5,114.75,2.8509,3285,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000196,ifvg,1,29291.5,114.75,2.8509,3306,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000464,ifvg,3,29308.0,131.25,3.2609,3303,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000150,ifvg,1,29308.75,132.0,3.2795,2657,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000466,ifvg,3,29311.0,134.25,3.3354,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-001511,rb,1,29314.5,137.75,3.4224,3378,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000572,ifvg,5,29315.0,138.25,3.4348,3380,,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000473,ifvg,3,29155.25,21.5,0.5342,3630,same_direction,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-001616,rb,1,29175.5,1.25,0.0311,3609,inactive_or_traversed,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,FVG2-000390,fvg,1,29175.25,1.5,0.0373,3385,behind_entry,
observation,EP-04356,EP-04356-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-004423,rb,5,29136.5,40.25,1.0,3620,component,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001515,rb,1,29240.75,64.0,0.7399,3383,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-004400,rb,5,29261.75,85.0,0.9827,3385,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000899,fvg,3,29264.0,87.25,1.0087,3384,,BRANCH_SEMANTIC_TARGET
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003576,rb,3,29269.75,93.0,1.0751,3381,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001512,rb,1,29281.5,104.75,1.211,3379,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000193,ifvg,1,29291.5,114.75,1.3266,3285,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000196,ifvg,1,29291.5,114.75,1.3266,3306,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000464,ifvg,3,29308.0,131.25,1.5173,3303,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000150,ifvg,1,29308.75,132.0,1.526,2657,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000466,ifvg,3,29311.0,134.25,1.552,3378,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001511,rb,1,29314.5,137.75,1.5925,3378,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000572,ifvg,5,29315.0,138.25,1.5983,3380,,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000473,ifvg,3,29155.25,21.5,0.2486,3630,same_direction,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-001616,rb,1,29175.5,1.25,0.0145,3609,inactive_or_traversed,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000390,fvg,1,29175.25,1.5,0.0173,3385,behind_entry,
observation,EP-04359,EP-04359-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000907,fvg,3,29090.25,86.5,1.0,3609,component,
