atomic_event_id,atomic_event_type,week,entry_seq,timeframe,direction,structure_id,note
TRIG-04981,ATOMIC_RB_TAP_EVENT,observation,6045,15,1,RB2-004925,diagnostic only -- an atomic event is NOT a setup
TRIG-04982,ATOMIC_RB_TAP_EVENT,observation,6045,5,1,RB2-004644,diagnostic only -- an atomic event is NOT a setup
TRIG-04983,ATOMIC_RB_TAP_EVENT,observation,6045,1,-1,RB2-002684,diagnostic only -- an atomic event is NOT a setup
TRIG-04984,ATOMIC_RB_TAP_EVENT,observation,6048,3,-1,RB2-003965,diagnostic only -- an atomic event is NOT a setup
TRIG-04985,ATOMIC_RB_TAP_EVENT,observation,6049,1,-1,RB2-002685,diagnostic only -- an atomic event is NOT a setup
TRIG-04986,ATOMIC_RB_TAP_EVENT,observation,6049,1,1,RB2-002686,diagnostic only -- an atomic event is NOT a setup
TRIG-04987,ATOMIC_RB_TAP_EVENT,observation,6050,5,-1,RB2-004645,diagnostic only -- an atomic event is NOT a setup
TRIG-04988,ATOMIC_RB_TAP_EVENT,observation,6054,1,1,RB2-002688,diagnostic only -- an atomic event is NOT a setup
TRIG-04989,ATOMIC_RB_TAP_EVENT,observation,6055,1,1,RB2-002687,diagnostic only -- an atomic event is NOT a setup
TRIG-04990,ATOMIC_RB_TAP_EVENT,observation,6059,1,1,RB2-002689,diagnostic only -- an atomic event is NOT a setup
TRIG-04991,ATOMIC_RB_TAP_EVENT,observation,6060,30,1,RB2-005054,diagnostic only -- an atomic event is NOT a setup
TRIG-04992,ATOMIC_RB_TAP_EVENT,observation,6060,15,-1,RB2-004926,diagnostic only -- an atomic event is NOT a setup
TRIG-04993,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6060,5,-1,IFVG2-000609,diagnostic only -- an atomic event is NOT a setup
TRIG-04994,ATOMIC_RB_TAP_EVENT,observation,6060,3,1,RB2-003966,diagnostic only -- an atomic event is NOT a setup
TRIG-04995,ATOMIC_RB_TAP_EVENT,observation,6062,1,1,RB2-002691,diagnostic only -- an atomic event is NOT a setup
TRIG-04996,ATOMIC_RB_TAP_EVENT,observation,6065,5,1,RB2-004646,diagnostic only -- an atomic event is NOT a setup
TRIG-04997,ATOMIC_RB_TAP_EVENT,observation,6066,3,-1,RB2-003967,diagnostic only -- an atomic event is NOT a setup
TRIG-04998,ATOMIC_RB_TAP_EVENT,observation,6066,3,1,RB2-003968,diagnostic only -- an atomic event is NOT a setup
TRIG-04999,ATOMIC_RB_TAP_EVENT,observation,6066,1,-1,RB2-002690,diagnostic only -- an atomic event is NOT a setup
TRIG-05000,ATOMIC_RB_TAP_EVENT,observation,6066,1,-1,RB2-002693,diagnostic only -- an atomic event is NOT a setup
TRIG-05001,ATOMIC_RB_TAP_EVENT,observation,6068,1,1,RB2-002692,diagnostic only -- an atomic event is NOT a setup
TRIG-05002,ATOMIC_RB_TAP_EVENT,observation,6068,1,1,RB2-002694,diagnostic only -- an atomic event is NOT a setup
TRIG-05003,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6069,3,-1,IFVG2-000523,diagnostic only -- an atomic event is NOT a setup
TRIG-05004,ATOMIC_RB_TAP_EVENT,observation,6070,5,-1,RB2-004647,diagnostic only -- an atomic event is NOT a setup
TRIG-05005,ATOMIC_RB_TAP_EVENT,observation,6071,1,-1,RB2-002696,diagnostic only -- an atomic event is NOT a setup
TRIG-05006,ATOMIC_RB_TAP_EVENT,observation,6072,1,1,RB2-002697,diagnostic only -- an atomic event is NOT a setup
TRIG-05007,ATOMIC_RB_TAP_EVENT,observation,6074,1,-1,RB2-002698,diagnostic only -- an atomic event is NOT a setup
TRIG-05008,ATOMIC_RB_TAP_EVENT,observation,6075,3,-1,RB2-003969,diagnostic only -- an atomic event is NOT a setup
TRIG-05009,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6078,1,1,IFVG2-000352,diagnostic only -- an atomic event is NOT a setup
TRIG-05010,ATOMIC_RB_TAP_EVENT,observation,6078,1,-1,RB2-002695,diagnostic only -- an atomic event is NOT a setup
TRIG-05011,ATOMIC_RB_TAP_EVENT,observation,6080,5,1,RB2-004648,diagnostic only -- an atomic event is NOT a setup
TRIG-05012,ATOMIC_RB_TAP_EVENT,observation,6080,1,1,RB2-002699,diagnostic only -- an atomic event is NOT a setup
TRIG-05013,ATOMIC_RB_TAP_EVENT,observation,6081,3,1,RB2-003970,diagnostic only -- an atomic event is NOT a setup
TRIG-05014,ATOMIC_RB_TAP_EVENT,observation,6082,1,-1,RB2-002701,diagnostic only -- an atomic event is NOT a setup
TRIG-05015,ATOMIC_RB_TAP_EVENT,observation,6083,1,1,RB2-002702,diagnostic only -- an atomic event is NOT a setup
TRIG-05016,ATOMIC_RB_TAP_EVENT,observation,6084,1,-1,RB2-002703,diagnostic only -- an atomic event is NOT a setup
TRIG-05017,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6085,1,1,IFVG2-000353,diagnostic only -- an atomic event is NOT a setup
TRIG-05018,ATOMIC_RB_TAP_EVENT,observation,6085,1,-1,RB2-002700,diagnostic only -- an atomic event is NOT a setup
TRIG-05019,ATOMIC_RB_TAP_EVENT,observation,6088,1,1,RB2-002704,diagnostic only -- an atomic event is NOT a setup
TRIG-05020,ATOMIC_RB_TAP_EVENT,observation,6089,1,1,RB2-002705,diagnostic only -- an atomic event is NOT a setup
TRIG-05021,ATOMIC_RB_TAP_EVENT,observation,6090,30,-1,RB2-005055,diagnostic only -- an atomic event is NOT a setup
TRIG-05022,ATOMIC_RB_TAP_EVENT,observation,6090,15,1,RB2-004927,diagnostic only -- an atomic event is NOT a setup
TRIG-05023,ATOMIC_RB_TAP_EVENT,observation,6090,5,1,RB2-004649,diagnostic only -- an atomic event is NOT a setup
TRIG-05024,ATOMIC_RB_TAP_EVENT,observation,6090,3,-1,RB2-003971,diagnostic only -- an atomic event is NOT a setup
TRIG-05025,ATOMIC_RB_TAP_EVENT,observation,6091,1,1,RB2-002706,diagnostic only -- an atomic event is NOT a setup
TRIG-05026,ATOMIC_RB_TAP_EVENT,observation,6092,1,-1,RB2-002707,diagnostic only -- an atomic event is NOT a setup
TRIG-05027,ATOMIC_RB_TAP_EVENT,observation,6094,1,1,RB2-002708,diagnostic only -- an atomic event is NOT a setup
TRIG-05028,ATOMIC_RB_TAP_EVENT,observation,6097,1,1,RB2-002709,diagnostic only -- an atomic event is NOT a setup
TRIG-05029,ATOMIC_RB_TAP_EVENT,observation,6099,1,1,RB2-002710,diagnostic only -- an atomic event is NOT a setup
TRIG-05030,ATOMIC_RB_TAP_EVENT,observation,6101,1,1,RB2-002711,diagnostic only -- an atomic event is NOT a setup
TRIG-05031,ATOMIC_RB_TAP_EVENT,observation,6104,1,1,RB2-002713,diagnostic only -- an atomic event is NOT a setup
TRIG-05032,ATOMIC_RB_TAP_EVENT,observation,6105,1,-1,RB2-002714,diagnostic only -- an atomic event is NOT a setup
TRIG-05033,ATOMIC_RB_TAP_EVENT,observation,6108,1,-1,RB2-002715,diagnostic only -- an atomic event is NOT a setup
TRIG-05034,ATOMIC_RB_TAP_EVENT,observation,6110,5,1,RB2-004643,diagnostic only -- an atomic event is NOT a setup
TRIG-05035,ATOMIC_RB_TAP_EVENT,observation,6110,1,1,RB2-002716,diagnostic only -- an atomic event is NOT a setup
TRIG-05036,ATOMIC_RB_TAP_EVENT,observation,6116,1,-1,RB2-002719,diagnostic only -- an atomic event is NOT a setup
TRIG-05037,ATOMIC_RB_TAP_EVENT,observation,6119,1,1,RB2-002720,diagnostic only -- an atomic event is NOT a setup
TRIG-05038,ATOMIC_RB_TAP_EVENT,observation,6120,30,1,RB2-005056,diagnostic only -- an atomic event is NOT a setup
TRIG-05039,ATOMIC_RB_TAP_EVENT,observation,6121,1,-1,RB2-002718,diagnostic only -- an atomic event is NOT a setup
TRIG-05040,ATOMIC_RB_TAP_EVENT,observation,6121,1,-1,RB2-002721,diagnostic only -- an atomic event is NOT a setup
TRIG-05041,ATOMIC_RB_TAP_EVENT,observation,6123,3,-1,RB2-003973,diagnostic only -- an atomic event is NOT a setup
TRIG-05042,ATOMIC_RB_TAP_EVENT,observation,6124,1,1,RB2-002722,diagnostic only -- an atomic event is NOT a setup
TRIG-05043,ATOMIC_RB_TAP_EVENT,observation,6125,5,1,RB2-004651,diagnostic only -- an atomic event is NOT a setup
TRIG-05044,ATOMIC_RB_TAP_EVENT,observation,6127,1,1,RB2-002724,diagnostic only -- an atomic event is NOT a setup
TRIG-05045,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6128,1,1,IFVG2-000354,diagnostic only -- an atomic event is NOT a setup
TRIG-05046,ATOMIC_RB_TAP_EVENT,observation,6128,1,-1,RB2-002725,diagnostic only -- an atomic event is NOT a setup
TRIG-05047,ATOMIC_RB_TAP_EVENT,observation,6129,3,-1,RB2-003974,diagnostic only -- an atomic event is NOT a setup
TRIG-05048,ATOMIC_RB_TAP_EVENT,observation,6129,1,-1,RB2-002723,diagnostic only -- an atomic event is NOT a setup
TRIG-05049,ATOMIC_RB_TAP_EVENT,observation,6130,5,-1,RB2-004652,diagnostic only -- an atomic event is NOT a setup
TRIG-05050,ATOMIC_RB_TAP_EVENT,observation,6131,1,-1,RB2-002717,diagnostic only -- an atomic event is NOT a setup
TRIG-05051,ATOMIC_RB_TAP_EVENT,observation,6133,1,1,RB2-002727,diagnostic only -- an atomic event is NOT a setup
TRIG-05052,ATOMIC_RB_TAP_EVENT,observation,6135,15,1,RB2-004928,diagnostic only -- an atomic event is NOT a setup
TRIG-05053,ATOMIC_RB_TAP_EVENT,observation,6135,5,-1,RB2-004650,diagnostic only -- an atomic event is NOT a setup
TRIG-05054,ATOMIC_RB_TAP_EVENT,observation,6135,3,-1,RB2-003975,diagnostic only -- an atomic event is NOT a setup
TRIG-05055,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6136,1,1,IFVG2-000355,diagnostic only -- an atomic event is NOT a setup
TRIG-05056,ATOMIC_RB_TAP_EVENT,observation,6136,1,-1,RB2-002712,diagnostic only -- an atomic event is NOT a setup
TRIG-05057,ATOMIC_RB_TAP_EVENT,observation,6137,1,1,RB2-002729,diagnostic only -- an atomic event is NOT a setup
TRIG-05058,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6139,1,-1,IFVG2-000356,diagnostic only -- an atomic event is NOT a setup
TRIG-05059,ATOMIC_RB_TAP_EVENT,observation,6139,1,1,RB2-002730,diagnostic only -- an atomic event is NOT a setup
TRIG-05060,ATOMIC_RB_TAP_EVENT,observation,6141,3,1,RB2-003976,diagnostic only -- an atomic event is NOT a setup
TRIG-05061,ATOMIC_RB_TAP_EVENT,observation,6141,3,1,RB2-003977,diagnostic only -- an atomic event is NOT a setup
TRIG-05062,ATOMIC_RB_TAP_EVENT,observation,6141,1,1,RB2-002728,diagnostic only -- an atomic event is NOT a setup
TRIG-05063,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6142,1,-1,IFVG2-000357,diagnostic only -- an atomic event is NOT a setup
TRIG-05064,ATOMIC_RB_TAP_EVENT,observation,6142,1,1,RB2-002726,diagnostic only -- an atomic event is NOT a setup
TRIG-05065,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6143,1,-1,IFVG2-000358,diagnostic only -- an atomic event is NOT a setup
TRIG-05066,ATOMIC_RB_TAP_EVENT,observation,6143,1,1,RB2-002732,diagnostic only -- an atomic event is NOT a setup
TRIG-05067,ATOMIC_RB_TAP_EVENT,observation,6145,5,1,RB2-004653,diagnostic only -- an atomic event is NOT a setup
TRIG-05068,ATOMIC_RB_TAP_EVENT,observation,6145,5,1,RB2-004654,diagnostic only -- an atomic event is NOT a setup
TRIG-05069,ATOMIC_RB_TAP_EVENT,observation,6146,1,-1,RB2-002733,diagnostic only -- an atomic event is NOT a setup
TRIG-05070,ATOMIC_RB_TAP_EVENT,observation,6147,3,1,RB2-003978,diagnostic only -- an atomic event is NOT a setup
TRIG-05071,ATOMIC_RB_TAP_EVENT,observation,6149,1,1,RB2-002735,diagnostic only -- an atomic event is NOT a setup
TRIG-05072,ATOMIC_RB_TAP_EVENT,observation,6150,30,1,RB2-005057,diagnostic only -- an atomic event is NOT a setup
TRIG-05073,ATOMIC_RB_TAP_EVENT,observation,6150,3,-1,RB2-003979,diagnostic only -- an atomic event is NOT a setup
TRIG-05074,ATOMIC_RB_TAP_EVENT,observation,6154,1,-1,RB2-002736,diagnostic only -- an atomic event is NOT a setup
TRIG-05075,ATOMIC_RB_TAP_EVENT,observation,6154,1,1,RB2-002737,diagnostic only -- an atomic event is NOT a setup
TRIG-05076,ATOMIC_RB_TAP_EVENT,observation,6155,5,-1,RB2-004656,diagnostic only -- an atomic event is NOT a setup
TRIG-05077,ATOMIC_RB_TAP_EVENT,observation,6156,1,-1,RB2-002734,diagnostic only -- an atomic event is NOT a setup
TRIG-05078,ATOMIC_RB_TAP_EVENT,observation,6158,1,1,RB2-002738,diagnostic only -- an atomic event is NOT a setup
TRIG-05079,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6159,1,1,IFVG2-000359,diagnostic only -- an atomic event is NOT a setup
TRIG-05080,ATOMIC_RB_TAP_EVENT,observation,6163,1,1,RB2-002740,diagnostic only -- an atomic event is NOT a setup
TRIG-05081,ATOMIC_RB_TAP_EVENT,observation,6164,1,-1,RB2-002741,diagnostic only -- an atomic event is NOT a setup
TRIG-05082,ATOMIC_RB_TAP_EVENT,observation,6165,15,1,RB2-004929,diagnostic only -- an atomic event is NOT a setup
TRIG-05083,ATOMIC_RB_TAP_EVENT,observation,6165,5,1,RB2-004657,diagnostic only -- an atomic event is NOT a setup
TRIG-05084,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6165,1,1,IFVG2-000360,diagnostic only -- an atomic event is NOT a setup
TRIG-05085,ATOMIC_RB_TAP_EVENT,observation,6165,1,-1,RB2-002739,diagnostic only -- an atomic event is NOT a setup
TRIG-05086,ATOMIC_RB_TAP_EVENT,observation,6167,1,-1,RB2-002731,diagnostic only -- an atomic event is NOT a setup
TRIG-05087,ATOMIC_RB_TAP_EVENT,observation,6171,3,-1,RB2-003980,diagnostic only -- an atomic event is NOT a setup
TRIG-05088,ATOMIC_RB_TAP_EVENT,observation,6171,1,-1,RB2-002743,diagnostic only -- an atomic event is NOT a setup
TRIG-05089,ATOMIC_RB_TAP_EVENT,observation,6172,1,1,RB2-002742,diagnostic only -- an atomic event is NOT a setup
TRIG-05090,ATOMIC_RB_TAP_EVENT,observation,6172,1,1,RB2-002744,diagnostic only -- an atomic event is NOT a setup
TRIG-05091,ATOMIC_RB_TAP_EVENT,observation,6175,5,-1,RB2-004655,diagnostic only -- an atomic event is NOT a setup
TRIG-05092,ATOMIC_RB_TAP_EVENT,observation,6175,5,1,RB2-004658,diagnostic only -- an atomic event is NOT a setup
TRIG-05093,ATOMIC_RB_TAP_EVENT,observation,6176,1,-1,RB2-002746,diagnostic only -- an atomic event is NOT a setup
TRIG-05094,ATOMIC_RB_TAP_EVENT,observation,6177,3,-1,RB2-003981,diagnostic only -- an atomic event is NOT a setup
TRIG-05095,ATOMIC_RB_TAP_EVENT,observation,6178,1,-1,RB2-002747,diagnostic only -- an atomic event is NOT a setup
TRIG-05096,ATOMIC_RB_TAP_EVENT,observation,6179,1,1,RB2-002748,diagnostic only -- an atomic event is NOT a setup
TRIG-05097,ATOMIC_RB_TAP_EVENT,observation,6180,60,1,RB2-005115,diagnostic only -- an atomic event is NOT a setup
TRIG-05098,ATOMIC_RB_TAP_EVENT,observation,6180,30,-1,RB2-005058,diagnostic only -- an atomic event is NOT a setup
TRIG-05099,ATOMIC_RB_TAP_EVENT,observation,6181,1,-1,RB2-002749,diagnostic only -- an atomic event is NOT a setup
TRIG-05100,ATOMIC_RB_TAP_EVENT,observation,6183,1,1,RB2-002750,diagnostic only -- an atomic event is NOT a setup
TRIG-05101,ATOMIC_RB_TAP_EVENT,observation,6184,1,-1,RB2-002751,diagnostic only -- an atomic event is NOT a setup
TRIG-05102,ATOMIC_RB_TAP_EVENT,observation,6186,3,1,RB2-003982,diagnostic only -- an atomic event is NOT a setup
TRIG-05103,ATOMIC_RB_TAP_EVENT,observation,6187,1,-1,RB2-002753,diagnostic only -- an atomic event is NOT a setup
TRIG-05104,ATOMIC_RB_TAP_EVENT,observation,6188,1,1,RB2-002752,diagnostic only -- an atomic event is NOT a setup
TRIG-05105,ATOMIC_RB_TAP_EVENT,observation,6189,3,-1,RB2-003983,diagnostic only -- an atomic event is NOT a setup
TRIG-05106,ATOMIC_RB_TAP_EVENT,observation,6193,1,-1,RB2-002745,diagnostic only -- an atomic event is NOT a setup
TRIG-05107,ATOMIC_RB_TAP_EVENT,observation,6195,15,-1,RB2-004930,diagnostic only -- an atomic event is NOT a setup
TRIG-05108,ATOMIC_RB_TAP_EVENT,observation,6195,5,-1,RB2-004659,diagnostic only -- an atomic event is NOT a setup
TRIG-05109,ATOMIC_RB_TAP_EVENT,observation,6196,1,-1,RB2-002755,diagnostic only -- an atomic event is NOT a setup
TRIG-05110,ATOMIC_RB_TAP_EVENT,observation,6197,1,-1,RB2-002756,diagnostic only -- an atomic event is NOT a setup
TRIG-05111,ATOMIC_RB_TAP_EVENT,observation,6198,3,-1,RB2-003972,diagnostic only -- an atomic event is NOT a setup
TRIG-05112,ATOMIC_RB_TAP_EVENT,observation,6198,1,1,RB2-002757,diagnostic only -- an atomic event is NOT a setup
TRIG-05113,ATOMIC_RB_TAP_EVENT,observation,6200,1,-1,RB2-002758,diagnostic only -- an atomic event is NOT a setup
TRIG-05114,ATOMIC_RB_TAP_EVENT,observation,6205,1,-1,RB2-002759,diagnostic only -- an atomic event is NOT a setup
TRIG-05115,ATOMIC_RB_TAP_EVENT,observation,6205,1,1,RB2-002760,diagnostic only -- an atomic event is NOT a setup
TRIG-05116,ATOMIC_RB_TAP_EVENT,observation,6207,3,1,RB2-003985,diagnostic only -- an atomic event is NOT a setup
TRIG-05117,ATOMIC_RB_TAP_EVENT,observation,6208,1,1,RB2-002761,diagnostic only -- an atomic event is NOT a setup
TRIG-05118,ATOMIC_RB_TAP_EVENT,observation,6210,5,1,RB2-004661,diagnostic only -- an atomic event is NOT a setup
TRIG-05119,ATOMIC_RB_TAP_EVENT,observation,6213,1,-1,RB2-002762,diagnostic only -- an atomic event is NOT a setup
TRIG-05120,ATOMIC_RB_TAP_EVENT,observation,6215,5,-1,RB2-004662,diagnostic only -- an atomic event is NOT a setup
TRIG-05121,ATOMIC_RB_TAP_EVENT,observation,6215,1,1,RB2-002763,diagnostic only -- an atomic event is NOT a setup
TRIG-05122,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6217,1,-1,IFVG2-000361,diagnostic only -- an atomic event is NOT a setup
TRIG-05123,ATOMIC_RB_TAP_EVENT,observation,6218,1,1,RB2-002764,diagnostic only -- an atomic event is NOT a setup
TRIG-05124,ATOMIC_RB_TAP_EVENT,observation,6219,3,1,RB2-003987,diagnostic only -- an atomic event is NOT a setup
TRIG-05125,ATOMIC_RB_TAP_EVENT,observation,6221,1,1,RB2-002765,diagnostic only -- an atomic event is NOT a setup
TRIG-05126,ATOMIC_RB_TAP_EVENT,observation,6225,5,1,RB2-004663,diagnostic only -- an atomic event is NOT a setup
TRIG-05127,ATOMIC_RB_TAP_EVENT,observation,6225,1,1,RB2-002766,diagnostic only -- an atomic event is NOT a setup
TRIG-05128,ATOMIC_RB_TAP_EVENT,observation,6228,1,1,RB2-002767,diagnostic only -- an atomic event is NOT a setup
TRIG-05129,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6229,1,-1,IFVG2-000362,diagnostic only -- an atomic event is NOT a setup
TRIG-05130,ATOMIC_RB_TAP_EVENT,observation,6229,1,-1,RB2-002768,diagnostic only -- an atomic event is NOT a setup
TRIG-05131,ATOMIC_RB_TAP_EVENT,observation,6231,3,1,RB2-003986,diagnostic only -- an atomic event is NOT a setup
TRIG-05132,ATOMIC_RB_TAP_EVENT,observation,6232,1,-1,RB2-002769,diagnostic only -- an atomic event is NOT a setup
TRIG-05133,ATOMIC_RB_TAP_EVENT,observation,6232,1,-1,RB2-002770,diagnostic only -- an atomic event is NOT a setup
TRIG-05134,ATOMIC_RB_TAP_EVENT,observation,6235,1,-1,RB2-002771,diagnostic only -- an atomic event is NOT a setup
TRIG-05135,ATOMIC_RB_TAP_EVENT,observation,6237,3,-1,RB2-003988,diagnostic only -- an atomic event is NOT a setup
TRIG-05136,ATOMIC_RB_TAP_EVENT,observation,6240,60,-1,RB2-005116,diagnostic only -- an atomic event is NOT a setup
TRIG-05137,ATOMIC_RB_TAP_EVENT,observation,6240,5,-1,RB2-004664,diagnostic only -- an atomic event is NOT a setup
TRIG-05138,ATOMIC_RB_TAP_EVENT,observation,6240,1,1,RB2-002772,diagnostic only -- an atomic event is NOT a setup
TRIG-05139,ATOMIC_RB_TAP_EVENT,observation,6241,1,-1,RB2-002773,diagnostic only -- an atomic event is NOT a setup
TRIG-05140,ATOMIC_RB_TAP_EVENT,observation,6243,1,1,RB2-002775,diagnostic only -- an atomic event is NOT a setup
TRIG-05141,ATOMIC_RB_TAP_EVENT,observation,6246,1,-1,RB2-002776,diagnostic only -- an atomic event is NOT a setup
TRIG-05142,ATOMIC_RB_TAP_EVENT,observation,6249,3,1,RB2-003989,diagnostic only -- an atomic event is NOT a setup
TRIG-05143,ATOMIC_RB_TAP_EVENT,observation,6249,1,1,RB2-002777,diagnostic only -- an atomic event is NOT a setup
TRIG-05144,ATOMIC_RB_TAP_EVENT,observation,6250,5,-1,RB2-004665,diagnostic only -- an atomic event is NOT a setup
TRIG-05145,ATOMIC_RB_TAP_EVENT,observation,6254,1,-1,RB2-002778,diagnostic only -- an atomic event is NOT a setup
TRIG-05146,ATOMIC_RB_TAP_EVENT,observation,6255,3,-1,RB2-003990,diagnostic only -- an atomic event is NOT a setup
TRIG-05147,ATOMIC_RB_TAP_EVENT,observation,6255,1,1,RB2-002779,diagnostic only -- an atomic event is NOT a setup
TRIG-05148,ATOMIC_RB_TAP_EVENT,observation,6260,5,1,RB2-004666,diagnostic only -- an atomic event is NOT a setup
TRIG-05149,ATOMIC_RB_TAP_EVENT,observation,6261,3,1,RB2-003991,diagnostic only -- an atomic event is NOT a setup
TRIG-05150,ATOMIC_RB_TAP_EVENT,observation,6262,1,1,RB2-002780,diagnostic only -- an atomic event is NOT a setup
TRIG-05151,ATOMIC_RB_TAP_EVENT,observation,6263,1,1,RB2-002774,diagnostic only -- an atomic event is NOT a setup
TRIG-05152,ATOMIC_RB_TAP_EVENT,observation,6265,5,-1,RB2-004667,diagnostic only -- an atomic event is NOT a setup
TRIG-05153,ATOMIC_RB_TAP_EVENT,observation,6266,1,-1,RB2-002782,diagnostic only -- an atomic event is NOT a setup
TRIG-05154,ATOMIC_RB_TAP_EVENT,observation,6267,3,1,RB2-003992,diagnostic only -- an atomic event is NOT a setup
TRIG-05155,ATOMIC_RB_TAP_EVENT,observation,6270,15,1,RB2-004931,diagnostic only -- an atomic event is NOT a setup
TRIG-05156,ATOMIC_RB_TAP_EVENT,observation,6270,15,-1,RB2-004932,diagnostic only -- an atomic event is NOT a setup
TRIG-05157,ATOMIC_RB_TAP_EVENT,observation,6270,3,-1,RB2-003993,diagnostic only -- an atomic event is NOT a setup
TRIG-05158,ATOMIC_RB_TAP_EVENT,observation,6273,3,-1,RB2-003960,diagnostic only -- an atomic event is NOT a setup
TRIG-05159,ATOMIC_RB_TAP_EVENT,observation,6275,5,-1,RB2-004641,diagnostic only -- an atomic event is NOT a setup
TRIG-05160,ATOMIC_RB_TAP_EVENT,observation,6277,1,1,RB2-002785,diagnostic only -- an atomic event is NOT a setup
TRIG-05161,ATOMIC_RB_TAP_EVENT,observation,6280,1,1,RB2-002786,diagnostic only -- an atomic event is NOT a setup
TRIG-05162,ATOMIC_RB_TAP_EVENT,observation,6280,1,1,RB2-002787,diagnostic only -- an atomic event is NOT a setup
TRIG-05163,ATOMIC_RB_TAP_EVENT,observation,6282,3,1,RB2-003994,diagnostic only -- an atomic event is NOT a setup
TRIG-05164,ATOMIC_RB_TAP_EVENT,observation,6284,1,-1,RB2-002663,diagnostic only -- an atomic event is NOT a setup
TRIG-05165,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6285,15,1,IFVG2-000635,diagnostic only -- an atomic event is NOT a setup
TRIG-05166,ATOMIC_RB_TAP_EVENT,observation,6285,15,-1,RB2-004924,diagnostic only -- an atomic event is NOT a setup
TRIG-05167,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6285,5,1,IFVG2-000610,diagnostic only -- an atomic event is NOT a setup
TRIG-05168,ATOMIC_RB_TAP_EVENT,observation,6285,5,-1,RB2-004640,diagnostic only -- an atomic event is NOT a setup
TRIG-05169,ATOMIC_RB_TAP_EVENT,observation,6285,5,1,RB2-004669,diagnostic only -- an atomic event is NOT a setup
TRIG-05170,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6285,3,1,IFVG2-000524,diagnostic only -- an atomic event is NOT a setup
TRIG-05171,ATOMIC_RB_TAP_EVENT,observation,6285,3,-1,RB2-003959,diagnostic only -- an atomic event is NOT a setup
TRIG-05172,ATOMIC_RB_TAP_EVENT,observation,6286,1,1,RB2-002788,diagnostic only -- an atomic event is NOT a setup
TRIG-05173,ATOMIC_RB_TAP_EVENT,observation,6289,1,1,RB2-002789,diagnostic only -- an atomic event is NOT a setup
TRIG-05174,ATOMIC_RB_TAP_EVENT,observation,6291,1,1,RB2-002790,diagnostic only -- an atomic event is NOT a setup
TRIG-05175,ATOMIC_RB_TAP_EVENT,observation,6293,1,-1,RB2-002791,diagnostic only -- an atomic event is NOT a setup
TRIG-05176,ATOMIC_RB_TAP_EVENT,observation,6294,1,1,RB2-002792,diagnostic only -- an atomic event is NOT a setup
TRIG-05177,ATOMIC_RB_TAP_EVENT,observation,6297,3,1,RB2-003995,diagnostic only -- an atomic event is NOT a setup
TRIG-05178,ATOMIC_RB_TAP_EVENT,observation,6298,1,-1,RB2-002793,diagnostic only -- an atomic event is NOT a setup
TRIG-05179,ATOMIC_RB_TAP_EVENT,observation,6299,1,-1,RB2-002794,diagnostic only -- an atomic event is NOT a setup
TRIG-05180,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6300,60,1,IFVG2-000655,diagnostic only -- an atomic event is NOT a setup
TRIG-05181,ATOMIC_RB_TAP_EVENT,observation,6300,5,1,RB2-004670,diagnostic only -- an atomic event is NOT a setup
TRIG-05182,ATOMIC_IFVG_ACTIVATION_EVENT,observation,6300,3,1,IFVG2-000525,diagnostic only -- an atomic event is NOT a setup
TRIG-05183,ATOMIC_RB_TAP_EVENT,observation,6301,1,1,RB2-002795,diagnostic only -- an atomic event is NOT a setup
TRIG-05184,ATOMIC_RB_TAP_EVENT,observation,6302,1,-1,RB2-002796,diagnostic only -- an atomic event is NOT a setup
TRIG-05185,ATOMIC_RB_TAP_EVENT,observation,6303,3,-1,RB2-003996,diagnostic only -- an atomic event is NOT a setup
TRIG-05186,ATOMIC_RB_TAP_EVENT,observation,6305,1,-1,RB2-002798,diagnostic only -- an atomic event is NOT a setup
TRIG-05187,ATOMIC_RB_TAP_EVENT,observation,6306,1,1,RB2-002797,diagnostic only -- an atomic event is NOT a setup
TRIG-05188,ATOMIC_RB_TAP_EVENT,observation,6306,1,1,RB2-002799,diagnostic only -- an atomic event is NOT a setup
TRIG-05189,ATOMIC_RB_TAP_EVENT,observation,6310,5,-1,RB2-004639,diagnostic only -- an atomic event is NOT a setup
TRIG-05190,ATOMIC_RB_TAP_EVENT,observation,6312,3,1,RB2-003997,diagnostic only -- an atomic event is NOT a setup
TRIG-05191,ATOMIC_RB_TAP_EVENT,observation,6312,1,1,RB2-002800,diagnostic only -- an atomic event is NOT a setup
