id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,C_index
FVG-1m-bull-20260709T2248,NQ,bull,1m,phase1-v1.0.0,2026-07-09 22:46:00-04:00,2026-07-09 22:47:00-04:00,2026-07-09 22:48:00-04:00,29909.5,29902.0,29930.0,29920.5,29906.5,29926.25,29909.5,29920.5,29915.0,2026-07-09 22:49:00-04:00,2026-07-09 23:31:00-04:00,2026-07-09 23:47:00-04:00,2026-07-09 23:47:00-04:00,2026-07-10 00:34:00-04:00,2026-07-10 00:34:00-04:00,510355
FVG-1m-bull-20260709T2252,NQ,bull,1m,phase1-v1.0.0,2026-07-09 22:50:00-04:00,2026-07-09 22:51:00-04:00,2026-07-09 22:52:00-04:00,29934.25,29928.0,29947.0,29940.25,29933.75,29943.25,29934.25,29940.25,29937.25,2026-07-09 22:53:00-04:00,2026-07-09 22:55:00-04:00,2026-07-09 22:55:00-04:00,2026-07-09 22:55:00-04:00,2026-07-09 23:25:00-04:00,2026-07-09 23:25:00-04:00,510359
FVG-1m-bull-20260709T2307,NQ,bull,1m,phase1-v1.0.0,2026-07-09 23:05:00-04:00,2026-07-09 23:06:00-04:00,2026-07-09 23:07:00-04:00,29954.5,29948.5,29963.5,29955.75,29952.5,29955.75,29954.5,29955.75,29955.125,2026-07-09 23:08:00-04:00,2026-07-09 23:09:00-04:00,2026-07-09 23:09:00-04:00,2026-07-09 23:09:00-04:00,2026-07-09 23:10:00-04:00,2026-07-09 23:10:00-04:00,510374
FVG-1m-bear-20260709T2311,NQ,bear,1m,phase1-v1.0.0,2026-07-09 23:09:00-04:00,2026-07-09 23:10:00-04:00,2026-07-09 23:11:00-04:00,29957.25,29950.0,29947.75,29943.25,29953.0,29944.5,29947.75,29950.0,29948.875,2026-07-09 23:12:00-04:00,2026-07-09 23:15:00-04:00,2026-07-09 23:18:00-04:00,2026-07-09 23:18:00-04:00,2026-07-09 23:19:00-04:00,2026-07-09 23:19:00-04:00,510378
FVG-1m-bear-20260709T2320,NQ,bear,1m,phase1-v1.0.0,2026-07-09 23:18:00-04:00,2026-07-09 23:19:00-04:00,2026-07-09 23:20:00-04:00,29950.5,29945.0,29944.25,29939.0,29945.0,29943.25,29944.25,29945.0,29944.625,2026-07-09 23:21:00-04:00,2026-07-09 23:22:00-04:00,,2026-07-09 23:22:00-04:00,2026-07-09 23:22:00-04:00,2026-07-09 23:22:00-04:00,510387
FVG-1m-bear-20260709T2325,NQ,bear,1m,phase1-v1.0.0,2026-07-09 23:23:00-04:00,2026-07-09 23:24:00-04:00,2026-07-09 23:25:00-04:00,29939.25,29937.25,29932.25,29925.25,29939.75,29929.75,29932.25,29937.25,29934.75,2026-07-09 23:26:00-04:00,2026-07-09 23:32:00-04:00,2026-07-10 00:01:00-04:00,2026-07-10 00:01:00-04:00,2026-07-10 00:05:00-04:00,2026-07-10 00:05:00-04:00,510392
FVG-1m-bear-20260709T2337,NQ,bear,1m,phase1-v1.0.0,2026-07-09 23:35:00-04:00,2026-07-09 23:36:00-04:00,2026-07-09 23:37:00-04:00,29931.0,29924.75,29923.0,29917.0,29927.5,29922.0,29923.0,29924.75,29923.875,2026-07-09 23:38:00-04:00,2026-07-09 23:39:00-04:00,2026-07-09 23:39:00-04:00,2026-07-09 23:39:00-04:00,2026-07-09 23:39:00-04:00,2026-07-09 23:39:00-04:00,510404
FVG-1m-bear-20260710T0016,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:14:00-04:00,2026-07-10 00:15:00-04:00,2026-07-10 00:16:00-04:00,29948.5,29943.25,29942.0,29936.25,29946.0,29937.0,29942.0,29943.25,29942.625,2026-07-10 00:17:00-04:00,2026-07-10 00:18:00-04:00,,2026-07-10 00:18:00-04:00,2026-07-10 00:18:00-04:00,2026-07-10 00:18:00-04:00,510443
FVG-1m-bear-20260710T0022,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:20:00-04:00,2026-07-10 00:21:00-04:00,2026-07-10 00:22:00-04:00,29944.75,29939.25,29929.0,29923.5,29940.0,29925.0,29929.0,29939.25,29934.125,2026-07-10 00:23:00-04:00,2026-07-10 00:29:00-04:00,2026-07-10 00:29:00-04:00,2026-07-10 09:38:00-04:00,2026-07-10 09:50:00-04:00,2026-07-10 09:50:00-04:00,510449
FVG-1m-bear-20260710T0032,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:30:00-04:00,2026-07-10 00:31:00-04:00,2026-07-10 00:32:00-04:00,29929.25,29924.25,29919.75,29913.0,29926.75,29918.75,29919.75,29924.25,29922.0,2026-07-10 00:33:00-04:00,2026-07-10 00:40:00-04:00,,2026-07-10 00:42:00-04:00,2026-07-10 09:36:00-04:00,2026-07-10 09:36:00-04:00,510459
FVG-1m-bear-20260710T0034,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:32:00-04:00,2026-07-10 00:33:00-04:00,2026-07-10 00:34:00-04:00,29919.75,29913.0,29911.5,29908.0,29916.5,29911.0,29911.5,29913.0,29912.25,2026-07-10 00:35:00-04:00,2026-07-10 00:36:00-04:00,2026-07-10 00:36:00-04:00,2026-07-10 00:36:00-04:00,2026-07-10 00:36:00-04:00,2026-07-10 00:36:00-04:00,510461
FVG-1m-bear-20260710T0046,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:44:00-04:00,2026-07-10 00:45:00-04:00,2026-07-10 00:46:00-04:00,29917.25,29915.25,29909.25,29905.25,29915.5,29905.25,29909.25,29915.25,29912.25,2026-07-10 00:47:00-04:00,2026-07-10 00:48:00-04:00,2026-07-10 00:48:00-04:00,2026-07-10 00:48:00-04:00,2026-07-10 00:48:00-04:00,2026-07-10 00:48:00-04:00,510473
FVG-1m-bear-20260710T0053,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:51:00-04:00,2026-07-10 00:52:00-04:00,2026-07-10 00:53:00-04:00,29902.0,29897.5,29896.0,29884.0,29897.5,29895.0,29896.0,29897.5,29896.75,2026-07-10 00:54:00-04:00,2026-07-10 00:56:00-04:00,2026-07-10 00:56:00-04:00,2026-07-10 00:56:00-04:00,2026-07-10 00:56:00-04:00,2026-07-10 00:56:00-04:00,510480
FVG-1m-bear-20260710T0057,NQ,bear,1m,phase1-v1.0.0,2026-07-10 00:55:00-04:00,2026-07-10 00:56:00-04:00,2026-07-10 00:57:00-04:00,29898.5,29887.5,29884.75,29875.25,29896.0,29882.5,29884.75,29887.5,29886.125,2026-07-10 00:58:00-04:00,2026-07-10 01:01:00-04:00,2026-07-10 01:16:00-04:00,2026-07-10 01:01:00-04:00,2026-07-10 01:16:00-04:00,2026-07-10 01:16:00-04:00,510484
FVG-1m-bull-20260710T0106,NQ,bull,1m,phase1-v1.0.0,2026-07-10 01:04:00-04:00,2026-07-10 01:05:00-04:00,2026-07-10 01:06:00-04:00,29875.25,29868.5,29881.0,29876.75,29872.5,29877.0,29875.25,29876.75,29876.0,2026-07-10 01:07:00-04:00,2026-07-10 01:08:00-04:00,2026-07-10 01:08:00-04:00,2026-07-10 01:08:00-04:00,2026-07-10 01:09:00-04:00,2026-07-10 01:09:00-04:00,510493
FVG-1m-bear-20260710T0109,NQ,bear,1m,phase1-v1.0.0,2026-07-10 01:07:00-04:00,2026-07-10 01:08:00-04:00,2026-07-10 01:09:00-04:00,29881.0,29875.5,29870.0,29866.25,29878.0,29868.25,29870.0,29875.5,29872.75,2026-07-10 01:10:00-04:00,2026-07-10 01:11:00-04:00,2026-07-10 01:11:00-04:00,2026-07-10 01:11:00-04:00,2026-07-10 01:11:00-04:00,2026-07-10 01:11:00-04:00,510496
FVG-1m-bull-20260710T0111,NQ,bull,1m,phase1-v1.0.0,2026-07-10 01:09:00-04:00,2026-07-10 01:10:00-04:00,2026-07-10 01:11:00-04:00,29870.0,29866.25,29880.75,29874.0,29868.5,29879.0,29870.0,29874.0,29872.0,2026-07-10 01:12:00-04:00,2026-07-10 01:23:00-04:00,2026-07-10 01:24:00-04:00,2026-07-10 01:23:00-04:00,2026-07-10 01:31:00-04:00,2026-07-10 01:31:00-04:00,510498
FVG-1m-bull-20260710T0116,NQ,bull,1m,phase1-v1.0.0,2026-07-10 01:14:00-04:00,2026-07-10 01:15:00-04:00,2026-07-10 01:16:00-04:00,29885.25,29878.75,29895.25,29887.25,29883.25,29893.75,29885.25,29887.25,29886.25,2026-07-10 01:17:00-04:00,2026-07-10 01:18:00-04:00,2026-07-10 01:18:00-04:00,2026-07-10 01:18:00-04:00,2026-07-10 01:18:00-04:00,2026-07-10 01:18:00-04:00,510503
FVG-1m-bear-20260710T0118,NQ,bear,1m,phase1-v1.0.0,2026-07-10 01:16:00-04:00,2026-07-10 01:17:00-04:00,2026-07-10 01:18:00-04:00,29895.25,29887.25,29886.75,29880.0,29888.0,29886.5,29886.75,29887.25,29887.0,2026-07-10 01:19:00-04:00,2026-07-10 01:20:00-04:00,,2026-07-10 01:20:00-04:00,2026-07-10 01:20:00-04:00,2026-07-10 01:20:00-04:00,510505
FVG-1m-bear-20260710T0127,NQ,bear,1m,phase1-v1.0.0,2026-07-10 01:25:00-04:00,2026-07-10 01:26:00-04:00,2026-07-10 01:27:00-04:00,29881.5,29876.75,29875.5,29871.0,29879.5,29875.0,29875.5,29876.75,29876.125,2026-07-10 01:28:00-04:00,2026-07-10 01:29:00-04:00,2026-07-10 01:29:00-04:00,2026-07-10 01:29:00-04:00,2026-07-10 01:29:00-04:00,2026-07-10 01:29:00-04:00,510514
FVG-1m-bear-20260710T0138,NQ,bear,1m,phase1-v1.0.0,2026-07-10 01:36:00-04:00,2026-07-10 01:37:00-04:00,2026-07-10 01:38:00-04:00,29881.25,29871.0,29870.5,29863.5,29879.0,29867.0,29870.5,29871.0,29870.75,2026-07-10 01:39:00-04:00,2026-07-10 01:41:00-04:00,2026-07-10 01:41:00-04:00,2026-07-10 01:41:00-04:00,2026-07-10 01:41:00-04:00,2026-07-10 01:41:00-04:00,510525
FVG-1m-bear-20260710T0150,NQ,bear,1m,phase1-v1.0.0,2026-07-10 01:48:00-04:00,2026-07-10 01:49:00-04:00,2026-07-10 01:50:00-04:00,29872.0,29869.25,29865.25,29857.0,29869.5,29860.0,29865.25,29869.25,29867.25,2026-07-10 01:51:00-04:00,2026-07-10 01:52:00-04:00,2026-07-10 01:52:00-04:00,2026-07-10 01:52:00-04:00,2026-07-10 01:52:00-04:00,2026-07-10 01:52:00-04:00,510537
FVG-1m-bear-20260710T0207,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:05:00-04:00,2026-07-10 02:06:00-04:00,2026-07-10 02:07:00-04:00,29855.0,29841.75,29839.0,29832.0,29844.0,29833.25,29839.0,29841.75,29840.375,2026-07-10 02:08:00-04:00,2026-07-10 02:09:00-04:00,2026-07-10 02:09:00-04:00,2026-07-10 02:09:00-04:00,2026-07-10 02:09:00-04:00,2026-07-10 02:09:00-04:00,510554
FVG-1m-bear-20260710T0222,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:20:00-04:00,2026-07-10 02:21:00-04:00,2026-07-10 02:22:00-04:00,29816.25,29805.75,29797.75,29788.5,29813.5,29793.75,29797.75,29805.75,29801.75,2026-07-10 02:23:00-04:00,2026-07-10 02:31:00-04:00,2026-07-10 02:31:00-04:00,2026-07-10 02:31:00-04:00,2026-07-10 02:31:00-04:00,2026-07-10 02:31:00-04:00,510569
FVG-1m-bull-20260710T0227,NQ,bull,1m,phase1-v1.0.0,2026-07-10 02:25:00-04:00,2026-07-10 02:26:00-04:00,2026-07-10 02:27:00-04:00,29784.75,29775.25,29793.25,29785.75,29784.75,29792.25,29784.75,29785.75,29785.25,2026-07-10 02:28:00-04:00,2026-07-10 02:29:00-04:00,2026-07-10 02:29:00-04:00,2026-07-10 02:29:00-04:00,2026-07-10 02:29:00-04:00,2026-07-10 02:29:00-04:00,510574
FVG-1m-bull-20260710T0231,NQ,bull,1m,phase1-v1.0.0,2026-07-10 02:29:00-04:00,2026-07-10 02:30:00-04:00,2026-07-10 02:31:00-04:00,29792.75,29787.0,29822.5,29814.0,29788.75,29818.0,29792.75,29814.0,29803.375,2026-07-10 02:32:00-04:00,2026-07-10 02:35:00-04:00,2026-07-10 02:35:00-04:00,2026-07-10 02:38:00-04:00,2026-07-10 02:40:00-04:00,2026-07-10 02:40:00-04:00,510578
FVG-1m-bear-20260710T0235,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:33:00-04:00,2026-07-10 02:34:00-04:00,2026-07-10 02:35:00-04:00,29831.25,29820.0,29815.5,29807.25,29826.75,29811.5,29815.5,29820.0,29817.75,2026-07-10 02:36:00-04:00,2026-07-10 02:44:00-04:00,,2026-07-10 02:44:00-04:00,2026-07-10 02:44:00-04:00,2026-07-10 02:44:00-04:00,510582
FVG-1m-bear-20260710T0239,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:37:00-04:00,2026-07-10 02:38:00-04:00,2026-07-10 02:39:00-04:00,29807.25,29800.0,29798.0,29787.5,29809.0,29796.75,29798.0,29800.0,29799.0,2026-07-10 02:40:00-04:00,2026-07-10 02:41:00-04:00,,2026-07-10 02:41:00-04:00,2026-07-10 02:41:00-04:00,2026-07-10 02:41:00-04:00,510586
FVG-1m-bull-20260710T0243,NQ,bull,1m,phase1-v1.0.0,2026-07-10 02:41:00-04:00,2026-07-10 02:42:00-04:00,2026-07-10 02:43:00-04:00,29800.0,29792.5,29820.0,29807.25,29799.0,29810.0,29800.0,29807.25,29803.625,2026-07-10 02:44:00-04:00,2026-07-10 03:01:00-04:00,2026-07-10 03:01:00-04:00,2026-07-10 03:01:00-04:00,2026-07-10 03:09:00-04:00,2026-07-10 03:09:00-04:00,510590
FVG-1m-bull-20260710T0244,NQ,bull,1m,phase1-v1.0.0,2026-07-10 02:42:00-04:00,2026-07-10 02:43:00-04:00,2026-07-10 02:44:00-04:00,29813.0,29798.25,29819.75,29814.25,29810.5,29814.5,29813.0,29814.25,29813.625,2026-07-10 02:45:00-04:00,2026-07-10 02:46:00-04:00,2026-07-10 02:46:00-04:00,2026-07-10 02:46:00-04:00,2026-07-10 02:48:00-04:00,2026-07-10 02:48:00-04:00,510591
FVG-1m-bull-20260710T0249,NQ,bull,1m,phase1-v1.0.0,2026-07-10 02:47:00-04:00,2026-07-10 02:48:00-04:00,2026-07-10 02:49:00-04:00,29818.5,29809.5,29822.5,29818.75,29816.5,29819.75,29818.5,29818.75,29818.625,2026-07-10 02:50:00-04:00,2026-07-10 02:56:00-04:00,2026-07-10 02:56:00-04:00,2026-07-10 02:56:00-04:00,2026-07-10 02:56:00-04:00,2026-07-10 02:56:00-04:00,510596
FVG-1m-bear-20260710T0256,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:54:00-04:00,2026-07-10 02:55:00-04:00,2026-07-10 02:56:00-04:00,29827.25,29823.25,29822.75,29817.75,29826.0,29818.25,29822.75,29823.25,29823.0,2026-07-10 02:57:00-04:00,2026-07-10 02:58:00-04:00,,2026-07-10 02:58:00-04:00,2026-07-10 02:58:00-04:00,2026-07-10 02:58:00-04:00,510603
FVG-1m-bear-20260710T0300,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:58:00-04:00,2026-07-10 02:59:00-04:00,2026-07-10 03:00:00-04:00,29828.5,29824.5,29822.0,29802.25,29826.5,29819.5,29822.0,29824.5,29823.25,2026-07-10 03:01:00-04:00,2026-07-10 03:05:00-04:00,2026-07-10 03:06:00-04:00,2026-07-10 03:06:00-04:00,2026-07-10 03:06:00-04:00,2026-07-10 03:06:00-04:00,510607
FVG-1m-bear-20260710T0301,NQ,bear,1m,phase1-v1.0.0,2026-07-10 02:59:00-04:00,2026-07-10 03:00:00-04:00,2026-07-10 03:01:00-04:00,29830.0,29816.75,29812.5,29803.75,29819.25,29806.0,29812.5,29816.75,29814.625,2026-07-10 03:02:00-04:00,2026-07-10 03:04:00-04:00,2026-07-10 03:04:00-04:00,2026-07-10 03:04:00-04:00,2026-07-10 03:05:00-04:00,2026-07-10 03:05:00-04:00,510608
FVG-1m-bear-20260710T0308,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:06:00-04:00,2026-07-10 03:07:00-04:00,2026-07-10 03:08:00-04:00,29822.0,29814.0,29813.0,29799.0,29817.25,29811.5,29813.0,29814.0,29813.5,2026-07-10 03:09:00-04:00,2026-07-10 03:13:00-04:00,,2026-07-10 03:13:00-04:00,2026-07-10 03:13:00-04:00,2026-07-10 03:13:00-04:00,510615
FVG-1m-bear-20260710T0309,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:07:00-04:00,2026-07-10 03:08:00-04:00,2026-07-10 03:09:00-04:00,29821.0,29809.25,29806.0,29798.0,29812.75,29800.0,29806.0,29809.25,29807.625,2026-07-10 03:10:00-04:00,2026-07-10 03:11:00-04:00,,2026-07-10 03:13:00-04:00,2026-07-10 03:13:00-04:00,2026-07-10 03:13:00-04:00,510616
FVG-1m-bear-20260710T0320,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:18:00-04:00,2026-07-10 03:19:00-04:00,2026-07-10 03:20:00-04:00,29825.25,29811.75,29809.25,29801.5,29813.75,29806.0,29809.25,29811.75,29810.5,2026-07-10 03:21:00-04:00,2026-07-10 03:25:00-04:00,2026-07-10 03:25:00-04:00,2026-07-10 03:25:00-04:00,2026-07-10 03:25:00-04:00,2026-07-10 03:25:00-04:00,510627
FVG-1m-bull-20260710T0325,NQ,bull,1m,phase1-v1.0.0,2026-07-10 03:23:00-04:00,2026-07-10 03:24:00-04:00,2026-07-10 03:25:00-04:00,29804.5,29797.5,29820.5,29809.0,29804.25,29813.25,29804.5,29809.0,29806.75,2026-07-10 03:26:00-04:00,2026-07-10 03:28:00-04:00,2026-07-10 03:28:00-04:00,2026-07-10 03:28:00-04:00,2026-07-10 03:35:00-04:00,2026-07-10 03:35:00-04:00,510632
FVG-1m-bear-20260710T0334,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:32:00-04:00,2026-07-10 03:33:00-04:00,2026-07-10 03:34:00-04:00,29815.0,29812.0,29810.5,29804.0,29813.5,29806.25,29810.5,29812.0,29811.25,2026-07-10 03:35:00-04:00,2026-07-10 03:36:00-04:00,2026-07-10 03:36:00-04:00,2026-07-10 03:36:00-04:00,2026-07-10 05:16:00-04:00,2026-07-10 05:16:00-04:00,510641
FVG-1m-bear-20260710T0342,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:40:00-04:00,2026-07-10 03:41:00-04:00,2026-07-10 03:42:00-04:00,29807.0,29801.25,29800.75,29795.0,29802.5,29797.75,29800.75,29801.25,29801.0,2026-07-10 03:43:00-04:00,2026-07-10 03:44:00-04:00,,2026-07-10 03:44:00-04:00,2026-07-10 03:44:00-04:00,2026-07-10 03:44:00-04:00,510649
FVG-1m-bear-20260710T0346,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:44:00-04:00,2026-07-10 03:45:00-04:00,2026-07-10 03:46:00-04:00,29800.5,29796.0,29791.75,29785.5,29796.5,29788.0,29791.75,29796.0,29793.875,2026-07-10 03:47:00-04:00,2026-07-10 03:51:00-04:00,2026-07-10 03:51:00-04:00,2026-07-10 03:52:00-04:00,2026-07-10 04:11:00-04:00,2026-07-10 04:11:00-04:00,510653
FVG-1m-bear-20260710T0352,NQ,bear,1m,phase1-v1.0.0,2026-07-10 03:50:00-04:00,2026-07-10 03:51:00-04:00,2026-07-10 03:52:00-04:00,29793.5,29788.75,29788.25,29780.25,29792.75,29787.5,29788.25,29788.75,29788.5,2026-07-10 03:53:00-04:00,2026-07-10 04:11:00-04:00,2026-07-10 04:11:00-04:00,2026-07-10 04:11:00-04:00,2026-07-10 04:11:00-04:00,2026-07-10 04:11:00-04:00,510659
FVG-1m-bull-20260710T0359,NQ,bull,1m,phase1-v1.0.0,2026-07-10 03:57:00-04:00,2026-07-10 03:58:00-04:00,2026-07-10 03:59:00-04:00,29768.25,29763.75,29777.25,29770.75,29766.5,29772.5,29768.25,29770.75,29769.5,2026-07-10 04:00:00-04:00,2026-07-10 04:01:00-04:00,,2026-07-10 04:01:00-04:00,2026-07-10 04:01:00-04:00,2026-07-10 04:01:00-04:00,510666
FVG-1m-bear-20260710T0406,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:04:00-04:00,2026-07-10 04:05:00-04:00,2026-07-10 04:06:00-04:00,29765.0,29755.0,29752.0,29743.75,29757.75,29747.0,29752.0,29755.0,29753.5,2026-07-10 04:07:00-04:00,2026-07-10 04:08:00-04:00,2026-07-10 04:08:00-04:00,2026-07-10 04:08:00-04:00,2026-07-10 04:08:00-04:00,2026-07-10 04:08:00-04:00,510673
FVG-1m-bull-20260710T0408,NQ,bull,1m,phase1-v1.0.0,2026-07-10 04:06:00-04:00,2026-07-10 04:07:00-04:00,2026-07-10 04:08:00-04:00,29752.0,29743.75,29778.75,29758.5,29746.0,29761.0,29752.0,29758.5,29755.25,2026-07-10 04:09:00-04:00,2026-07-10 04:23:00-04:00,2026-07-10 04:24:00-04:00,2026-07-10 04:32:00-04:00,2026-07-10 05:02:00-04:00,2026-07-10 05:02:00-04:00,510675
FVG-1m-bull-20260710T0409,NQ,bull,1m,phase1-v1.0.0,2026-07-10 04:07:00-04:00,2026-07-10 04:08:00-04:00,2026-07-10 04:09:00-04:00,29762.5,29745.0,29781.0,29773.5,29761.25,29777.25,29762.5,29773.5,29768.0,2026-07-10 04:10:00-04:00,2026-07-10 04:22:00-04:00,2026-07-10 04:22:00-04:00,2026-07-10 04:22:00-04:00,2026-07-10 04:23:00-04:00,2026-07-10 04:23:00-04:00,510676
FVG-1m-bear-20260710T0422,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:20:00-04:00,2026-07-10 04:21:00-04:00,2026-07-10 04:22:00-04:00,29789.25,29780.5,29768.75,29757.5,29780.5,29768.5,29768.75,29780.5,29774.625,2026-07-10 04:23:00-04:00,2026-07-10 04:25:00-04:00,2026-07-10 04:26:00-04:00,2026-07-10 04:26:00-04:00,2026-07-10 04:36:00-04:00,2026-07-10 04:36:00-04:00,510689
FVG-1m-bear-20260710T0431,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:29:00-04:00,2026-07-10 04:30:00-04:00,2026-07-10 04:31:00-04:00,29771.75,29766.75,29764.25,29754.0,29768.25,29755.75,29764.25,29766.75,29765.5,2026-07-10 04:32:00-04:00,2026-07-10 04:33:00-04:00,2026-07-10 04:33:00-04:00,2026-07-10 04:33:00-04:00,2026-07-10 04:33:00-04:00,2026-07-10 04:33:00-04:00,510698
FVG-1m-bull-20260710T0439,NQ,bull,1m,phase1-v1.0.0,2026-07-10 04:37:00-04:00,2026-07-10 04:38:00-04:00,2026-07-10 04:39:00-04:00,29770.5,29765.0,29785.25,29777.0,29765.5,29781.75,29770.5,29777.0,29773.75,2026-07-10 04:40:00-04:00,2026-07-10 04:41:00-04:00,2026-07-10 04:41:00-04:00,2026-07-10 04:41:00-04:00,2026-07-10 04:41:00-04:00,2026-07-10 04:41:00-04:00,510706
FVG-1m-bear-20260710T0441,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:39:00-04:00,2026-07-10 04:40:00-04:00,2026-07-10 04:41:00-04:00,29785.25,29777.0,29768.0,29762.25,29778.25,29764.75,29768.0,29777.0,29772.5,2026-07-10 04:42:00-04:00,2026-07-10 04:43:00-04:00,2026-07-10 04:44:00-04:00,2026-07-10 04:44:00-04:00,2026-07-10 04:45:00-04:00,2026-07-10 04:45:00-04:00,510708
FVG-1m-bear-20260710T0451,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:49:00-04:00,2026-07-10 04:50:00-04:00,2026-07-10 04:51:00-04:00,29795.75,29792.75,29789.75,29781.0,29792.75,29789.75,29789.75,29792.75,29791.25,2026-07-10 04:52:00-04:00,2026-07-10 04:53:00-04:00,2026-07-10 04:53:00-04:00,2026-07-10 04:53:00-04:00,2026-07-10 04:53:00-04:00,2026-07-10 04:53:00-04:00,510718
FVG-1m-bear-20260710T0458,NQ,bear,1m,phase1-v1.0.0,2026-07-10 04:56:00-04:00,2026-07-10 04:57:00-04:00,2026-07-10 04:58:00-04:00,29783.5,29778.75,29777.75,29772.0,29783.25,29777.5,29777.75,29778.75,29778.25,2026-07-10 04:59:00-04:00,2026-07-10 05:00:00-04:00,,2026-07-10 05:00:00-04:00,2026-07-10 05:00:00-04:00,2026-07-10 05:00:00-04:00,510725
FVG-1m-bear-20260710T0502,NQ,bear,1m,phase1-v1.0.0,2026-07-10 05:00:00-04:00,2026-07-10 05:01:00-04:00,2026-07-10 05:02:00-04:00,29782.5,29770.0,29759.0,29734.5,29771.75,29736.0,29759.0,29770.0,29764.5,2026-07-10 05:03:00-04:00,2026-07-10 05:04:00-04:00,2026-07-10 05:04:00-04:00,2026-07-10 05:04:00-04:00,2026-07-10 05:06:00-04:00,2026-07-10 05:06:00-04:00,510729
FVG-1m-bull-20260710T0510,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:08:00-04:00,2026-07-10 05:09:00-04:00,2026-07-10 05:10:00-04:00,29770.0,29763.0,29780.25,29773.75,29770.0,29777.5,29770.0,29773.75,29771.875,2026-07-10 05:11:00-04:00,2026-07-10 08:06:00-04:00,2026-07-10 10:33:00-04:00,2026-07-10 08:06:00-04:00,2026-07-10 10:33:00-04:00,2026-07-10 10:33:00-04:00,510737
FVG-1m-bull-20260710T0511,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:09:00-04:00,2026-07-10 05:10:00-04:00,2026-07-10 05:11:00-04:00,29778.25,29769.75,29790.0,29778.5,29775.5,29778.75,29778.25,29778.5,29778.375,2026-07-10 05:12:00-04:00,2026-07-10 08:06:00-04:00,,2026-07-10 08:06:00-04:00,2026-07-10 08:06:00-04:00,2026-07-10 08:06:00-04:00,510738
FVG-1m-bull-20260710T0512,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:10:00-04:00,2026-07-10 05:11:00-04:00,2026-07-10 05:12:00-04:00,29780.25,29773.75,29792.75,29786.75,29778.5,29789.75,29780.25,29786.75,29783.5,2026-07-10 05:13:00-04:00,2026-07-10 08:05:00-04:00,2026-07-10 08:05:00-04:00,2026-07-10 08:05:00-04:00,2026-07-10 08:06:00-04:00,2026-07-10 08:06:00-04:00,510739
FVG-1m-bull-20260710T0514,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:12:00-04:00,2026-07-10 05:13:00-04:00,2026-07-10 05:14:00-04:00,29792.75,29786.75,29800.75,29794.25,29790.75,29797.25,29792.75,29794.25,29793.5,2026-07-10 05:15:00-04:00,2026-07-10 08:03:00-04:00,2026-07-10 08:03:00-04:00,2026-07-10 08:03:00-04:00,2026-07-10 08:03:00-04:00,2026-07-10 08:03:00-04:00,510741
FVG-1m-bull-20260710T0516,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:14:00-04:00,2026-07-10 05:15:00-04:00,2026-07-10 05:16:00-04:00,29800.75,29794.25,29808.75,29801.75,29797.0,29808.75,29800.75,29801.75,29801.25,2026-07-10 05:17:00-04:00,2026-07-10 05:22:00-04:00,,2026-07-10 05:22:00-04:00,2026-07-10 05:22:00-04:00,2026-07-10 05:22:00-04:00,510743
FVG-1m-bull-20260710T0525,NQ,bull,1m,phase1-v1.0.0,2026-07-10 05:23:00-04:00,2026-07-10 05:24:00-04:00,2026-07-10 05:25:00-04:00,29803.75,29798.75,29809.25,29806.0,29800.75,29806.0,29803.75,29806.0,29804.875,2026-07-10 05:26:00-04:00,2026-07-10 05:27:00-04:00,,2026-07-10 05:27:00-04:00,2026-07-10 05:53:00-04:00,2026-07-10 05:53:00-04:00,510752
